deployment_id,facility_id,department,sanctioned_positions,actual_headcount
3668,4,IT,33,32
3669,46,Finance,88,131
3670,16,Sales,85,88
3671,11,Operations,59,68
3672,46,Operations,28,47
3673,21,Operations,132,141
3674,36,HR,90,56
3675,16,HR,69,43
3676,18,HR,35,16
3677,4,Sales,95,78
3678,23,Operations,89,83
3679,45,Finance,15,87
3680,45,Support,67,102
3681,46,Support,22,125
3682,10,Support,50,54
3683,47,Sales,48,105
3684,21,Finance,83,139
3685,15,Operations,28,92
3686,20,Finance,108,72
3687,44,Support,47,109
3688,45,IT,67,48
3689,39,HR,112,117
3690,22,Finance,62,128
3691,2,Operations,28,30
3692,5,IT,94,45
3693,24,Operations,133,124
3694,44,IT,20,131
3695,28,Finance,143,78
3696,38,Operations,76,56
3697,36,IT,42,72
3698,47,Finance,81,44
3699,18,HR,56,105
3700,36,IT,113,74
3701,27,Operations,126,116
3702,9,HR,56,122
3703,39,Operations,62,142
3704,22,IT,123,119
3705,43,Finance,44,134
3706,14,Finance,93,137
3707,33,Operations,148,10
3708,20,HR,40,29
3709,7,Operations,43,89
3710,40,Sales,116,67
3711,18,Operations,32,77
3712,44,Sales,126,12
3713,16,Operations,132,63
3714,40,IT,43,34
3715,31,HR,81,107
3716,24,HR,33,91
3717,17,IT,125,65
3718,19,IT,126,14
3719,7,HR,68,16
3720,41,Operations,119,124
3721,31,IT,99,146
3722,36,Sales,55,86
3723,37,Operations,62,99
3724,2,Finance,15,121
3725,3,IT,126,36
3726,34,HR,149,88
3727,20,IT,133,14
3728,17,Sales,62,140
3729,6,Sales,20,27
3730,17,HR,75,144
3731,31,Operations,97,48
3732,8,Operations,21,109
3733,5,Operations,121,8
3734,25,HR,132,34
3735,28,IT,11,57
3736,29,Operations,15,15
3737,5,IT,116,54
3738,43,Finance,90,113
3739,39,Finance,52,13
3740,5,HR,90,104
3741,8,IT,34,79
3742,21,Support,57,56
3743,33,Operations,148,17
3744,37,IT,100,145
3745,3,Support,71,126
3746,28,Operations,125,147
3747,31,HR,90,128
3748,19,HR,64,125
3749,20,Support,23,112
3750,2,Operations,38,35
3751,7,Operations,31,61
3752,36,IT,39,142
3753,28,HR,121,143
3754,23,Finance,45,111
3755,5,HR,133,116
3756,21,HR,114,78
3757,1,HR,136,145
3758,1,IT,21,68
3759,14,Support,137,63
3760,25,IT,30,142
3761,25,IT,75,100
3762,16,Sales,14,8
3763,19,Finance,24,78
3764,20,IT,85,111
3765,8,Support,91,26
3766,14,Sales,25,59
3767,32,Finance,19,138
3768,37,Finance,48,19
3769,23,Finance,53,20
3770,21,HR,67,94
3771,35,HR,62,20
3772,24,HR,39,113
3773,48,Operations,62,24
3774,34,HR,124,22
3775,7,Support,117,8
3776,13,Operations,38,45
3777,24,HR,103,61
3778,46,Finance,126,65
3779,4,IT,110,69
3780,5,IT,78,67
3781,12,Operations,23,106
3782,20,Sales,95,71
3783,49,IT,45,131
3784,28,Finance,79,84
3785,25,Operations,132,140
3786,20,HR,149,68
3787,13,Finance,72,137
3788,4,Support,63,45
3789,13,Sales,108,123
3790,26,Operations,74,31
3791,47,Sales,28,44
3792,10,HR,82,73
3793,31,Finance,76,42
3794,48,Finance,109,111
3795,29,Operations,34,146
3796,38,Sales,67,145
3797,44,Sales,76,79
3798,18,HR,142,29
3799,17,Operations,112,86
3800,26,Support,112,51
3801,42,Operations,62,98
3802,31,HR,101,10
3803,46,Operations,70,149
3804,50,Finance,137,60
3805,46,IT,58,46
3806,1,Sales,104,81
3807,38,IT,12,85
3808,27,HR,107,51
3809,25,HR,16,90
3810,45,HR,96,90
3811,8,Sales,95,81
3812,11,HR,87,124
3813,31,IT,33,64
3814,47,Operations,25,34
3815,25,IT,98,34
3816,42,HR,29,101
3817,18,Sales,124,82
3818,49,Operations,125,81
3819,8,HR,36,86
3820,10,Support,11,43
3821,18,Support,131,95
3822,33,Finance,89,119
3823,2,HR,101,35
3824,8,Operations,41,125
3825,33,Sales,134,20
3826,39,Finance,65,92
3827,20,HR,71,127
3828,49,IT,95,126
3829,27,IT,108,60
3830,39,Operations,25,108
3831,2,Sales,125,11
3832,38,HR,80,20
3833,27,HR,11,62
3834,8,IT,136,86
3835,5,Support,85,79
3836,32,IT,137,15
3837,10,HR,140,54
3838,29,IT,33,111
3839,38,HR,106,81
3840,50,HR,44,131
3841,20,IT,109,29
3842,12,Operations,105,105
3843,46,IT,46,83
3844,31,Sales,142,9
3845,17,HR,117,58
3846,7,Finance,93,25
3847,13,Sales,37,70
3848,28,HR,138,112
3849,8,Support,30,127
3850,4,HR,58,128
3851,25,Support,86,93
3852,36,Support,72,106
3853,47,Operations,81,68
3854,40,Finance,111,124
3855,35,Operations,124,103
3856,45,Finance,31,70
3857,1,HR,112,13
3858,50,Finance,88,129
3859,22,IT,128,70
3860,17,IT,97,79
3861,46,Finance,72,98
3862,26,Support,138,14
3863,4,HR,136,58
3864,23,IT,27,108
3865,38,Operations,29,56
3866,5,HR,30,124
3867,1,Sales,96,121
3868,8,HR,26,145
3869,42,IT,42,34
3870,41,Operations,94,112
3871,35,Sales,144,30
3872,46,Finance,20,46
3873,23,IT,88,22
3874,7,Operations,113,23
3875,20,Support,126,56
3876,3,Sales,126,46
3877,27,Finance,138,27
3878,11,Finance,99,118
3879,14,Sales,61,35
3880,22,Sales,124,78
3881,46,HR,138,54
3882,24,IT,99,89
3883,16,IT,100,40
3884,9,Finance,133,58
3885,18,IT,109,119
3886,10,Sales,11,45
3887,37,Finance,42,86
3888,27,Finance,109,96
3889,10,Finance,10,105
3890,37,IT,27,105
3891,46,IT,93,72
3892,29,HR,61,31
3893,9,Support,94,110
3894,3,Operations,143,132
3895,47,Sales,99,105
3896,35,HR,101,30
3897,4,HR,23,29
3898,6,IT,31,82
3899,39,HR,56,105
3900,24,Operations,109,71
3901,28,Finance,134,64
3902,39,HR,28,133
3903,10,Finance,141,65
3904,4,Operations,91,100
3905,3,IT,111,35
3906,10,HR,54,115
3907,24,Sales,142,68
3908,23,HR,128,128
3909,6,IT,120,46
3910,26,HR,105,130
3911,44,HR,84,14
3912,34,Finance,143,41
3913,24,Finance,60,84
3914,7,Sales,114,43
3915,1,Sales,116,61
3916,21,Operations,64,115
3917,8,Support,61,106
3918,9,HR,131,110
3919,23,Sales,10,27
3920,49,Support,70,10
3921,29,Operations,96,34
3922,34,Sales,21,99
3923,4,Support,95,31
3924,42,HR,66,86
3925,19,Support,74,19
3926,41,IT,116,96
3927,25,Operations,115,63
3928,48,Sales,147,116
3929,32,Support,42,128
3930,12,Sales,15,45
3931,24,IT,107,133
3932,38,Sales,137,116
3933,41,Finance,100,140
3934,4,Sales,72,63
3935,25,IT,72,15
3936,13,Finance,96,73
3937,10,Sales,47,114
3938,43,HR,35,23
3939,2,HR,146,56
3940,15,HR,131,148
3941,31,Operations,109,46
3942,18,Sales,118,61
3943,38,Sales,60,88
3944,39,Support,70,125
3945,7,IT,70,135
3946,23,HR,114,87
3947,25,HR,106,67
3948,16,Support,149,20
3949,9,Support,88,82
3950,18,Operations,85,115
3951,44,Operations,35,73
3952,34,IT,59,122
3953,28,Operations,103,32
3954,34,Sales,134,88
3955,46,Finance,28,102
3956,26,IT,77,111
3957,28,Support,111,102
3958,44,Support,136,95
3959,36,Support,59,83
3960,23,HR,49,94
3961,7,Finance,134,120
3962,32,Operations,20,35
3963,41,Finance,99,15
3964,28,Support,10,132
3965,30,Operations,61,142
3966,2,Support,38,26
3967,49,Sales,90,118
3968,12,Operations,95,128
3969,15,Finance,124,127
3970,47,Sales,139,15
3971,32,Finance,99,23
3972,33,Sales,33,106
3973,43,HR,120,32
3974,47,Sales,78,115
3975,1,IT,21,140
3976,49,HR,125,30
3977,19,Support,35,141
3978,41,Sales,125,73
3979,36,HR,105,70
3980,19,Finance,73,86
3981,15,Support,42,13
3982,18,HR,94,73
3983,37,Support,148,59
3984,18,Finance,45,86
3985,10,IT,81,44
3986,28,Operations,43,77
3987,40,Sales,105,20
3988,32,Operations,34,42
3989,32,Operations,16,35
3990,49,Operations,22,33
3991,11,Finance,82,58
3992,1,Support,54,73
3993,26,Finance,34,111
3994,23,Operations,22,109
3995,45,Finance,96,45
3996,25,IT,61,71
3997,20,Support,47,105
3998,18,Operations,74,65
3999,20,Sales,119,115
4000,14,Finance,129,127
4001,40,Sales,122,112
4002,28,Sales,88,57
4003,35,Operations,49,131
4004,33,Finance,61,12
4005,42,Finance,121,52
4006,1,Operations,104,110
4007,24,Finance,98,22
4008,3,Finance,44,36
4009,10,Sales,62,67
4010,7,IT,72,99
4011,2,Operations,66,60
4012,15,Finance,58,91
4013,19,Finance,124,80
4014,33,Sales,123,58
4015,34,IT,108,49
4016,5,HR,27,69
4017,7,Finance,110,13
4018,37,Sales,140,116
4019,35,Support,93,16
4020,3,Sales,63,109
4021,12,HR,140,121
4022,5,IT,96,19
4023,31,IT,127,35
4024,32,Support,148,141
4025,40,Sales,66,148
4026,47,Support,42,87
4027,41,IT,51,59
4028,46,Operations,86,56
4029,30,HR,87,28
4030,4,Support,45,101
4031,8,Sales,115,56
4032,44,Support,12,143
4033,42,Sales,44,64
4034,40,Operations,83,54
4035,40,Operations,33,73
4036,47,IT,131,64
4037,33,IT,61,106
4038,44,Sales,107,36
4039,10,IT,21,92
4040,23,Sales,139,50
4041,6,Support,36,71
4042,25,Sales,108,39
4043,43,HR,58,36
4044,21,HR,148,67
4045,7,Operations,28,50
4046,7,Support,149,17
4047,39,HR,52,40
4048,43,HR,75,103
4049,50,Sales,45,143
4050,33,Operations,13,77
4051,47,Support,134,93
4052,33,Finance,16,119
4053,29,Sales,84,91
4054,47,Finance,86,114
4055,23,Operations,22,63
4056,16,Finance,124,137
4057,5,Support,60,82
4058,43,Sales,128,125
4059,38,Support,140,92
4060,17,Finance,50,82
4061,14,IT,55,52
4062,45,HR,17,107
4063,8,HR,144,53
4064,5,Sales,61,52
4065,44,Support,138,121
4066,30,IT,15,40
4067,44,IT,25,149
4068,21,HR,141,8
4069,48,Operations,66,19
4070,43,Support,32,109
4071,40,Finance,120,31
4072,47,IT,34,147
4073,43,IT,81,93
4074,24,Sales,37,146
4075,26,Finance,15,123
4076,28,Support,64,118
4077,47,IT,145,141
4078,21,Operations,112,87
4079,45,IT,30,75
4080,5,Finance,107,131
4081,2,Finance,136,98
4082,1,Sales,49,106
4083,4,HR,138,55
4084,5,Finance,64,134
4085,36,IT,83,90
4086,9,Support,129,8
4087,21,Operations,132,21
4088,49,Finance,65,147
4089,1,HR,115,47
4090,9,HR,93,75
4091,33,HR,64,56
4092,17,IT,55,37
4093,40,IT,31,85
4094,6,HR,79,113
4095,44,Support,97,91
4096,5,Support,78,134
4097,2,HR,21,59
4098,49,Finance,100,101
4099,49,HR,39,52
4100,15,Finance,109,73
4101,48,Operations,128,103
4102,43,HR,29,71
4103,16,Support,73,52
4104,37,Finance,140,93
4105,50,HR,56,90
4106,20,IT,100,100
4107,7,Finance,61,115
4108,20,Finance,91,16
4109,47,Finance,119,22
4110,47,Support,85,103
4111,49,Operations,52,28
4112,13,Finance,68,114
4113,19,Support,63,87
4114,9,Operations,26,108
4115,40,Sales,87,114
4116,24,Sales,108,32
4117,28,Operations,148,135
4118,33,Sales,20,12
4119,11,Sales,147,53
4120,28,Finance,123,30
4121,36,Support,85,76
4122,23,Operations,11,72
4123,5,Sales,39,90
4124,48,Operations,66,143
4125,40,Operations,92,92
4126,21,Sales,29,69
4127,43,IT,116,129
4128,19,HR,79,132
4129,29,Finance,74,8
4130,17,Support,114,138
4131,27,Support,81,80
4132,8,Operations,47,16
4133,50,Operations,121,51
4134,11,Support,73,65
4135,12,IT,42,80
4136,44,Operations,15,72
4137,11,Sales,56,45
4138,5,Finance,104,88
4139,14,Finance,93,33
4140,32,Sales,43,60
4141,20,HR,133,116
4142,20,HR,105,46
4143,40,Operations,39,84
4144,28,IT,41,19
4145,18,HR,24,28
4146,36,Sales,147,8
4147,44,IT,95,99
4148,31,IT,109,11
4149,34,IT,15,18
4150,39,Finance,68,47
4151,17,Operations,40,110
4152,34,IT,126,70
4153,32,IT,112,61
4154,12,Support,131,128
4155,16,IT,57,103
4156,19,Support,74,16
4157,43,HR,27,134
4158,6,Support,87,143
4159,34,Sales,106,55
4160,32,Sales,101,23
4161,21,Support,75,74
4162,32,IT,13,80
4163,6,HR,32,38
4164,34,Sales,97,127
4165,29,Support,112,35
4166,22,HR,13,77
4167,14,Operations,76,9
4168,23,Support,70,60
4169,33,Finance,47,89
4170,37,Sales,84,85
4171,40,IT,92,61
4172,16,Finance,115,48
4173,42,IT,35,135
4174,6,Operations,84,131
4175,3,IT,10,34
4176,46,IT,32,12
4177,14,IT,121,145
4178,39,Finance,119,31
4179,37,Finance,19,88
4180,17,HR,144,144
4181,1,HR,91,105
4182,23,IT,127,65
4183,29,IT,85,26
4184,9,Sales,18,46
4185,8,HR,55,57
4186,48,IT,147,16
4187,35,Support,47,86
4188,37,Operations,71,26
4189,19,HR,72,65
4190,14,IT,92,47
4191,5,Operations,107,14
4192,48,Finance,55,33
4193,35,HR,71,17
4194,46,Finance,76,54
4195,36,Finance,73,90
4196,23,Support,140,131
4197,11,Operations,65,18
4198,3,Operations,99,110
4199,46,Support,110,85
4200,35,Operations,21,94
4201,40,Operations,10,101
4202,13,HR,57,37
4203,6,Sales,86,119
4204,7,HR,15,99
4205,14,HR,35,99
4206,40,HR,52,8
4207,28,Support,119,139
4208,44,Support,49,54
4209,27,Operations,79,103
4210,30,Sales,138,127
4211,32,Finance,106,95
4212,41,Operations,54,85
4213,44,Operations,61,80
4214,29,IT,30,85
4215,6,HR,90,105
4216,13,Operations,105,82
4217,42,Operations,20,40
4218,26,IT,62,72
4219,26,Support,96,38
4220,47,Operations,103,92
4221,10,Finance,58,48
4222,31,Support,129,83
4223,1,Finance,22,47
4224,32,Finance,49,32
4225,42,Finance,67,45
4226,3,HR,95,35
4227,43,IT,86,39
4228,10,Operations,18,17
4229,13,Sales,34,67
4230,40,Sales,108,75
4231,38,Finance,83,48
4232,28,Support,28,36
4233,17,Support,20,68
4234,32,HR,136,139
4235,49,Support,134,53
4236,13,Finance,83,115
4237,4,Operations,37,122
4238,36,Support,39,116
4239,29,Operations,85,51
4240,23,Support,86,23
4241,40,IT,44,25
4242,10,Finance,79,102
4243,43,Finance,51,43
4244,15,HR,84,108
4245,23,Operations,138,14
4246,39,Support,20,98
4247,30,Sales,117,101
4248,28,Finance,59,148
4249,19,Sales,95,137
4250,39,Operations,47,67
4251,23,HR,76,114
4252,12,Support,73,106
4253,36,Support,116,65
4254,46,IT,79,96
4255,37,IT,66,125
4256,50,Support,106,133
4257,10,IT,58,132
4258,26,HR,56,52
4259,17,Support,18,100
4260,41,HR,83,96
4261,16,HR,22,42
4262,34,Sales,144,91
4263,22,Sales,81,134
4264,47,Sales,92,118
4265,36,IT,117,103
4266,9,Sales,122,118
4267,28,Finance,30,82
4268,29,Finance,113,67
4269,5,Finance,98,143
4270,5,IT,43,108
4271,17,Operations,58,84
4272,30,IT,47,84
4273,16,HR,136,142
4274,37,IT,38,110
4275,20,Support,139,25
4276,2,Support,149,33
4277,20,Support,98,61
4278,3,Support,55,33
4279,38,IT,113,96
4280,12,HR,69,116
4281,21,Support,77,135
4282,23,Finance,109,92
4283,11,Support,123,107
4284,16,IT,78,71
4285,45,Sales,31,75
4286,31,Finance,14,75
4287,6,Finance,134,42
4288,28,Finance,73,58
4289,31,Support,69,109
4290,14,Support,129,147
4291,14,Support,80,93
4292,2,Operations,109,27
4293,22,Finance,64,11
4294,34,Support,18,43
4295,23,HR,141,125
4296,28,Operations,129,127
4297,23,Finance,52,53
4298,34,HR,63,140
4299,3,Sales,24,15
4300,12,Support,77,42
4301,46,IT,11,10
4302,5,Operations,93,98
4303,33,Operations,18,146
4304,42,Support,102,98
4305,27,Support,133,134
4306,10,Sales,92,68
4307,16,IT,52,9
4308,44,Support,77,26
4309,41,Finance,49,54
4310,32,Finance,23,125
4311,36,HR,107,65
4312,31,Operations,21,79
4313,32,HR,74,77
4314,36,Sales,14,126
4315,6,IT,148,17
4316,18,HR,139,115
4317,15,Sales,48,74
4318,47,Operations,14,18
4319,33,Finance,74,55
4320,8,Sales,98,60
4321,13,Sales,108,20
4322,47,Operations,147,74
4323,46,HR,62,103
4324,42,Sales,83,101
4325,45,IT,88,144
4326,37,IT,115,50
4327,3,Sales,111,113
4328,29,IT,29,101
4329,19,HR,66,117
4330,15,Support,81,81
4331,23,Sales,79,122
4332,44,Sales,53,120
4333,1,Operations,112,52
4334,14,Operations,56,24
4335,19,Sales,18,103
4336,4,HR,54,31
4337,10,Sales,58,24
4338,48,Sales,61,138
4339,24,HR,95,18
4340,26,Operations,66,69
4341,38,Support,16,143
4342,48,IT,50,25
4343,19,Sales,18,19
4344,27,Support,40,8
4345,15,Sales,149,90
4346,19,Finance,138,60
4347,32,IT,81,13
4348,29,IT,129,104
4349,22,HR,39,120
4350,41,Finance,34,19
4351,13,Finance,94,110
4352,10,Finance,60,149
4353,46,HR,120,42
4354,29,HR,93,81
4355,4,Finance,53,18
4356,6,Sales,79,14
4357,47,HR,128,27
4358,50,Operations,149,103
4359,27,Operations,57,142
4360,32,Support,59,17
4361,12,Operations,94,119
4362,29,Sales,67,62
4363,38,Sales,14,136
4364,1,Support,130,55
4365,7,Operations,35,141
4366,1,IT,132,60
4367,26,Finance,98,31
4368,50,Sales,149,29
4369,9,IT,83,145
4370,48,HR,26,15
4371,41,Sales,73,143
4372,8,Support,100,106
4373,2,IT,110,131
4374,5,HR,140,22
4375,19,Finance,47,131
4376,47,Operations,113,21
4377,46,Support,45,20
4378,10,Finance,48,43
4379,21,HR,37,64
4380,41,Sales,92,34
4381,34,Operations,44,100
4382,30,Sales,111,49
4383,29,IT,62,80
4384,42,IT,48,83
4385,17,Operations,38,83
4386,35,Operations,113,124
4387,11,IT,74,117
4388,50,IT,86,148
4389,14,Sales,49,95
4390,5,Finance,26,39
4391,14,IT,122,42
4392,13,Sales,95,85
4393,5,Support,127,91
4394,7,HR,68,60
4395,44,IT,58,88
4396,30,Support,36,107
4397,19,HR,90,92
4398,3,Finance,68,56
4399,21,Operations,68,19
4400,34,IT,76,143
4401,2,Operations,71,70
4402,35,IT,85,62
4403,31,Operations,149,88
4404,3,Support,72,97
4405,18,Support,20,109
4406,12,IT,111,45
4407,48,Sales,35,143
4408,11,IT,37,47
4409,50,HR,53,148
4410,18,IT,125,147
4411,30,HR,34,64
4412,28,IT,37,38
4413,33,HR,15,74
4414,34,Finance,143,127
4415,29,HR,122,101
4416,5,Support,79,78
4417,2,Sales,114,113
4418,50,HR,93,89
4419,23,HR,92,50
4420,10,Sales,29,127
4421,41,Sales,74,104
4422,16,HR,45,71
4423,43,HR,20,139
4424,35,IT,86,19
4425,34,Support,74,87
4426,9,Sales,107,70
4427,19,Support,94,114
4428,23,IT,21,63
4429,13,Support,38,51
4430,42,HR,44,94
4431,37,HR,147,124
4432,9,Finance,87,119
4433,43,Finance,26,104
4434,2,Finance,25,10
4435,2,Sales,39,23
4436,42,Sales,115,108
4437,14,IT,14,118
4438,33,Sales,71,65
4439,10,Sales,97,44
4440,8,HR,81,31
4441,27,HR,78,112
4442,39,Finance,109,39
4443,5,IT,101,110
4444,11,HR,103,42
4445,11,HR,128,92
4446,11,Finance,60,66
4447,19,Sales,31,91
4448,45,IT,78,32
4449,46,Operations,130,91
4450,4,Operations,54,92
4451,29,Operations,40,125
4452,27,HR,56,37
4453,45,Sales,44,64
4454,25,Sales,75,38
4455,30,Support,21,117
4456,13,Operations,120,50
4457,38,HR,23,14
4458,24,IT,45,147
4459,46,Support,95,90
4460,49,HR,116,145
4461,19,Finance,147,111
4462,46,Operations,116,90
4463,5,Support,72,19
4464,22,IT,144,48
4465,13,HR,94,54
4466,48,Sales,72,142
4467,18,IT,49,53
4468,22,Finance,90,142
4469,19,HR,100,98
4470,6,Support,48,110
4471,26,IT,26,106
4472,24,IT,42,111
4473,44,Support,53,112
4474,32,IT,147,123
4475,46,Finance,117,101
4476,10,HR,72,143
4477,7,Sales,127,107
4478,46,IT,48,75
4479,8,IT,113,129
4480,18,HR,67,119
4481,17,IT,112,27
4482,32,Sales,149,41
4483,50,Operations,103,122
4484,35,Sales,127,35
4485,14,HR,148,86
4486,21,Operations,50,142
4487,21,Sales,138,79
4488,47,Finance,132,26
4489,3,Support,14,95
4490,49,Finance,43,31
4491,42,Support,117,127
4492,9,IT,129,44
4493,32,Finance,34,110
4494,31,Operations,59,67
4495,31,Support,80,122
4496,16,Operations,119,148
4497,9,IT,50,56
4498,18,Support,56,56
4499,24,Sales,30,28
4500,1,Support,52,89
4501,38,Finance,135,77
4502,37,Sales,149,25
4503,28,Support,66,83
4504,41,IT,104,142
4505,20,HR,48,89
4506,8,HR,71,104
4507,30,HR,138,93
4508,14,Sales,105,113
4509,32,Support,60,141
4510,6,HR,108,37
4511,38,IT,136,83
4512,43,Finance,47,17
4513,20,Finance,141,125
4514,49,Finance,59,33
4515,22,Support,47,129
4516,17,IT,69,38
4517,42,Sales,139,111
4518,44,Finance,64,126
4519,29,Finance,64,132
4520,10,HR,51,127
4521,11,HR,46,39
4522,4,HR,60,24
4523,22,Operations,60,74
4524,9,IT,111,9
4525,29,IT,55,29
4526,5,Sales,68,73
4527,8,HR,122,61
4528,3,Operations,11,47
4529,3,Finance,140,79
4530,34,IT,105,79
4531,50,HR,89,125
4532,9,Sales,43,10
4533,40,HR,83,109
4534,25,IT,25,90
4535,39,IT,54,64
4536,8,Sales,88,51
4537,3,Operations,86,20
4538,41,HR,142,81
4539,46,HR,127,54
4540,10,Support,112,67
4541,34,Sales,29,58
4542,1,HR,76,110
4543,18,Support,141,148
4544,7,Sales,110,125
4545,22,Finance,127,137
4546,12,Sales,142,54
4547,35,HR,45,92
4548,11,Sales,92,67
4549,38,HR,30,19
4550,50,Sales,132,86
4551,9,IT,62,120
4552,12,Support,107,135
4553,17,IT,67,45
4554,28,Operations,60,41
4555,13,Sales,24,60
4556,14,Operations,17,70
4557,12,Support,86,134
4558,41,IT,74,102
4559,33,HR,23,145
4560,40,Support,96,37
4561,20,Operations,22,108
4562,31,Support,130,70
4563,46,Finance,149,97
4564,6,HR,48,61
4565,9,Support,85,61
4566,1,Support,107,147
4567,31,HR,78,87
4568,16,Sales,138,48
4569,15,Finance,93,26
4570,47,IT,128,9
4571,8,Finance,90,96
4572,2,Operations,42,51
4573,4,Support,32,112
4574,33,Operations,104,11
4575,37,HR,122,17
4576,30,IT,71,140
4577,7,Sales,89,103
4578,16,Support,147,114
4579,3,Finance,100,37
4580,33,Operations,122,32
4581,42,Operations,104,105
4582,31,Operations,77,135
4583,11,Finance,140,92
4584,13,Finance,52,141
4585,40,Support,101,138
4586,7,Sales,54,52
4587,11,Finance,92,59
4588,9,Operations,99,135
4589,25,HR,130,11
4590,40,Support,42,149
4591,10,Operations,84,45
4592,20,Support,30,59
4593,25,IT,31,52
4594,16,Operations,83,69
4595,49,Support,27,50
4596,42,IT,131,148
4597,35,IT,57,71
4598,14,Operations,124,116
4599,40,IT,62,37
4600,31,Sales,96,21
4601,43,IT,115,64
4602,44,Operations,37,116
4603,49,Finance,53,50
4604,15,Support,141,103
4605,14,Operations,72,126
4606,23,Operations,26,103
4607,18,Sales,86,113
4608,27,Operations,60,137
4609,43,Finance,74,118
4610,46,Operations,141,82
4611,21,HR,131,42
4612,12,Sales,88,116
4613,47,HR,91,92
4614,29,Support,111,55
4615,39,IT,136,148
4616,1,Finance,19,143
4617,39,Operations,130,89
4618,44,IT,133,79
4619,27,HR,130,30
4620,36,Operations,93,106
4621,42,IT,136,71
4622,42,Operations,46,32
4623,19,Finance,118,104
4624,30,Sales,55,57
4625,35,Sales,73,70
4626,14,HR,34,130
4627,12,Sales,42,146
4628,13,Sales,58,14
4629,7,Operations,131,105
4630,49,Sales,93,46
4631,23,Finance,118,144
4632,13,IT,75,50
4633,6,Finance,105,23
4634,48,Operations,107,129
4635,24,Operations,95,78
4636,50,HR,87,31
4637,44,Sales,142,51
4638,3,IT,141,97
4639,18,IT,124,99
4640,23,Sales,62,132
4641,36,HR,31,144
4642,10,IT,138,56
4643,40,Support,129,18
4644,12,IT,47,126
4645,20,Support,60,15
4646,23,Sales,115,111
4647,30,Finance,54,147
4648,48,Support,90,56
4649,30,IT,55,25
4650,1,HR,132,21
4651,2,IT,143,27
4652,9,Finance,50,109
4653,7,Sales,102,71
4654,17,Support,31,70
4655,27,Operations,13,15
4656,43,Support,40,131
4657,8,HR,77,118
4658,21,Sales,116,14
4659,49,HR,26,27
4660,31,Operations,119,115
4661,47,Sales,87,90
4662,46,Sales,126,134
4663,33,Finance,145,133
4664,11,Sales,31,12
4665,37,Support,68,67
4666,33,Sales,106,11
4667,5,IT,122,100
4668,32,Finance,145,90
4669,26,Operations,92,13
4670,39,Sales,17,59
4671,5,IT,52,92
4672,45,Sales,32,43
4673,9,Sales,149,33
4674,48,IT,115,125
4675,48,Finance,56,93
4676,1,Sales,143,82
4677,14,IT,48,27
4678,22,Support,116,90
4679,41,Sales,61,20
4680,4,Support,128,115
4681,38,HR,121,104
4682,2,HR,38,35
4683,2,HR,103,124
4684,6,IT,37,138
4685,13,Sales,24,42
4686,24,Finance,139,132
4687,26,Sales,17,15
4688,35,HR,115,36
4689,30,Support,123,98
4690,40,HR,23,127
4691,21,HR,84,76
4692,17,Operations,48,19
4693,33,Operations,88,137
4694,46,HR,113,138
4695,1,Operations,129,107
4696,49,Finance,19,114
4697,38,Sales,87,80
4698,22,HR,102,81
4699,6,HR,12,67
4700,13,IT,49,116
4701,47,HR,21,83
